"animal_id","name","datetime","monthyear","date_of_birth","outcome_type","outcome_subtype","animal_type","sex_upon_outcome","age_upon_outcome","breed","color"
"A821605","*Anais","2020-12-18T14:30:00.000","2020-12-18T14:30:00.000","2018-08-14T00:00:00.000","Adoption","Foster","Cat","Spayed Female","2 years","Domestic Longhair","Black/White"
"A827300",,"2020-12-18T14:00:00.000","2020-12-18T14:00:00.000","2020-07-17T00:00:00.000","Transfer","Partner","Cat","Intact Female","5 months","Domestic Shorthair","Blue/Blue"
"A826886","Peanut","2020-12-18T13:45:00.000","2020-12-18T13:45:00.000","2013-12-08T00:00:00.000","Adoption","Foster","Dog","Neutered Male","7 years","Dachshund/Chihuahua Shorthair","Red"
"A823691","*Marie","2020-12-18T13:03:00.000","2020-12-18T13:03:00.000","2020-09-13T00:00:00.000","Adoption",,"Cat","Spayed Female","3 months","Domestic Shorthair Mix","Torbie"
"A827003","Nico","2020-12-18T12:09:00.000","2020-12-18T12:09:00.000","2018-12-10T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Australian Cattle Dog","Red Merle/White"
"A826049","Lincoln","2020-12-18T12:05:00.000","2020-12-18T12:05:00.000","2019-08-18T00:00:00.000","Adoption",,"Cat","Neutered Male","1 year","Siamese","Flame Point"
"A826259","*Henry","2020-12-18T11:50:00.000","2020-12-18T11:50:00.000","2018-11-23T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","German Shepherd","Brown/Black"
"A827096","*Mango","2020-12-18T11:41:00.000","2020-12-18T11:41:00.000","2018-12-13T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Border Collie","Tricolor"
"A827303","Ruger","2020-12-18T10:55:00.000","2020-12-18T10:55:00.000","2020-06-18T00:00:00.000","Transfer","Partner","Dog","Intact Male","6 months","Australian Cattle Dog","Red/White"
"A822168","*Mary","2020-12-18T10:48:00.000","2020-12-18T10:48:00.000","2020-07-20T00:00:00.000","Adoption","Foster","Dog","Spayed Female","4 months","Labrador Retriever Mix","Tan/White"
"A814422","*Zion","2020-12-18T10:27:00.000","2020-12-18T10:27:00.000","2018-08-29T00:00:00.000","Adoption","Foster","Dog","Neutered Male","2 years","Pit Bull","Gray/White"
"A825660","*Bingo","2020-12-18T10:23:00.000","2020-12-18T10:23:00.000","2020-04-09T00:00:00.000","Adoption",,"Dog","Neutered Male","8 months","Labrador Retriever Mix","Fawn/White"
"A826858","Charlie","2020-12-18T10:21:00.000","2020-12-18T10:21:00.000","2020-07-08T00:00:00.000","Transfer","Partner","Dog","Intact Male","5 months","Tibetan Spaniel/Chihuahua Longhair","Black/White"
"A826944","*Hank","2020-12-18T10:16:00.000","2020-12-18T10:16:00.000","2019-12-09T00:00:00.000","Transfer","Partner","Dog","Neutered Male","1 year","Anatol Shepherd Mix","Brown/Black"
"A822113","Leia","2020-12-18T10:16:00.000","2020-12-18T10:16:00.000","2012-12-13T00:00:00.000","Transfer","Partner","Dog","Spayed Female","8 years","Black Mouth Cur Mix","Tan"
"A826132",,"2020-12-18T10:16:00.000","2020-12-18T10:16:00.000","2003-12-14T00:00:00.000","Transfer","Partner","Cat","Neutered Male","17 years","Domestic Longhair","Blue/White"
"A826960","Olive","2020-12-18T10:16:00.000","2020-12-18T10:16:00.000","2010-12-09T00:00:00.000","Transfer","Partner","Cat","Spayed Female","10 years","Domestic Shorthair Mix","Black"
"A826641","*Whirlaway","2020-12-18T10:15:00.000","2020-12-18T10:15:00.000","2019-12-02T00:00:00.000","Transfer","Partner","Dog","Intact Male","1 year","Labrador Retriever/Border Collie","Black/White"
"A826615","*Darlin","2020-12-18T10:15:00.000","2020-12-18T10:15:00.000","2019-12-02T00:00:00.000","Transfer","Partner","Dog","Spayed Female","1 year","German Shepherd Mix","Tan/White"
"A812974","*Sugar","2020-12-18T10:14:00.000","2020-12-18T10:14:00.000","2018-02-01T00:00:00.000","Transfer","Partner","Dog","Spayed Female","2 years","Labrador Retriever Mix","Tan/White"
"A827013","Rex","2020-12-18T10:00:00.000","2020-12-18T10:00:00.000","2016-12-11T00:00:00.000","Return to Owner",,"Dog","Intact Male","4 years","Labrador Retriever/Pit Bull","Black/White"
"A827120",,"2020-12-18T09:52:00.000","2020-12-18T09:52:00.000","2018-12-14T00:00:00.000","Died","Enroute","Cat","Unknown","2 years","Domestic Shorthair","Tortie"
"A823658","*Caramel Apple","2020-12-18T08:17:00.000","2020-12-18T08:17:00.000","2020-08-06T00:00:00.000","Adoption","Foster","Cat","Neutered Male","4 months","Domestic Shorthair Mix","Black"
"A823657","*Candy Corn","2020-12-18T08:16:00.000","2020-12-18T08:16:00.000","2020-08-06T00:00:00.000","Adoption","Foster","Cat","Spayed Female","4 months","Domestic Shorthair Mix","Brown Tabby"
"A824740",,"2020-12-18T07:55:00.000","2020-12-18T07:55:00.000","2020-09-15T00:00:00.000","Adoption","Foster","Cat","Spayed Female","3 months","Domestic Shorthair Mix","Orange Tabby/White"
"A820905","Ellie","2020-12-18T07:50:00.000","2020-12-18T07:50:00.000","2018-07-31T00:00:00.000","Adoption","Foster","Cat","Spayed Female","2 years","Domestic Shorthair Mix","Brown Tabby"
"A820904","Yoli","2020-12-18T07:49:00.000","2020-12-18T07:49:00.000","2015-07-31T00:00:00.000","Adoption","Foster","Cat","Spayed Female","5 years","Domestic Medium Hair Mix","Brown Tabby"
"A827095",,"2020-12-17T18:05:00.000","2020-12-17T18:05:00.000","2020-09-28T00:00:00.000","Adoption",,"Dog","Spayed Female","2 months","Labrador Retriever/Doberman Pinsch","Chocolate/Tricolor"
"A827283","Mabel","2020-12-17T16:52:00.000","2020-12-17T16:52:00.000","2019-10-01T00:00:00.000","Return to Owner",,"Dog","Spayed Female","1 year","Pharaoh Hound Mix","Black/Tan"
"A827177",,"2020-12-17T16:51:00.000","2020-12-17T16:51:00.000","2012-12-15T00:00:00.000","Transfer","Partner","Cat","Neutered Male","8 years","Siamese","Lynx Point"
"A827093",,"2020-12-17T16:13:00.000","2020-12-17T16:13:00.000","2018-07-13T00:00:00.000","Transfer","Partner","Dog","Spayed Female","2 years","Chihuahua Shorthair","Black/White"
"A819685","Max","2020-12-17T16:07:00.000","2020-12-17T16:07:00.000","2018-07-03T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Pit Bull","Blue/White"
"A825273","*Sullivan","2020-12-17T16:04:00.000","2020-12-17T16:04:00.000","2020-10-14T00:00:00.000","Adoption","Foster","Cat","Neutered Male","2 months","Domestic Shorthair","Black/White"
"A825271","*Sylvia","2020-12-17T15:59:00.000","2020-12-17T15:59:00.000","2020-10-14T00:00:00.000","Adoption","Foster","Cat","Spayed Female","2 months","Domestic Shorthair","Calico/White"
"A823722","*Guacamole","2020-12-17T15:50:00.000","2020-12-17T15:50:00.000","2020-08-29T00:00:00.000","Adoption","Foster","Cat","Spayed Female","3 months","Domestic Shorthair","Cream Tabby"
"A808951","Naja","2020-12-17T15:33:00.000","2020-12-17T15:33:00.000","2015-11-16T00:00:00.000","Adoption","Foster","Dog","Spayed Female","5 years","Labrador Retriever Mix","Black/White"
"A826688","Lola","2020-12-17T14:43:00.000","2020-12-17T14:43:00.000","2018-12-03T00:00:00.000","Adoption",,"Other","Intact Female","2 years","Rex","White/Black"
"A827236",,"2020-12-17T14:16:00.000","2020-12-17T14:16:00.000","2020-12-13T00:00:00.000","Transfer","Partner","Other","Unknown","4 days","Rabbit Sh","Gray"
"A827235",,"2020-12-17T14:16:00.000","2020-12-17T14:16:00.000","2020-12-13T00:00:00.000","Transfer","Partner","Other","Unknown","4 days","Rabbit Sh","Brown"
"A827234",,"2020-12-17T14:15:00.000","2020-12-17T14:15:00.000","2020-12-13T00:00:00.000","Transfer","Partner","Other","Unknown","4 days","Rabbit Sh","Black"
"A827233",,"2020-12-17T14:15:00.000","2020-12-17T14:15:00.000","2020-12-13T00:00:00.000","Transfer","Partner","Other","Unknown","4 days","Rabbit Sh","White"
"A827230","Flo","2020-12-17T14:14:00.000","2020-12-17T14:14:00.000","2018-12-16T00:00:00.000","Transfer","Partner","Other","Intact Female","2 years","Rabbit Sh","White"
"A827232",,"2020-12-17T14:14:00.000","2020-12-17T14:14:00.000","2020-12-13T00:00:00.000","Transfer","Partner","Other","Unknown","4 days","Rabbit Sh","White"
"A825811","*Cassie","2020-12-17T14:11:00.000","2020-12-17T14:11:00.000","2010-11-13T00:00:00.000","Adoption","Foster","Dog","Spayed Female","10 years","Catahoula Mix","Brown/Black"
"A820444","*Lulu","2020-12-17T14:04:00.000","2020-12-17T14:04:00.000","2016-07-20T00:00:00.000","Adoption","Foster","Cat","Spayed Female","4 years","Domestic Medium Hair","Black"
"A826679","*Deedee","2020-12-17T13:55:00.000","2020-12-17T13:55:00.000","2020-09-18T00:00:00.000","Transfer","Partner","Dog","Intact Female","2 months","Miniature Schnauzer Mix","Black/Brown"
"A819603","*Finnegan","2020-12-17T13:50:00.000","2020-12-17T13:50:00.000","2020-05-17T00:00:00.000","Adoption","Foster","Cat","Neutered Male","7 months","Domestic Shorthair","White/Black"
"A824839","*Seal","2020-12-17T13:34:00.000","2020-12-17T13:34:00.000","2020-09-15T00:00:00.000","Adoption","Foster","Cat","Spayed Female","3 months","Domestic Shorthair Mix","Blue Tabby"
"A822575","*Nicolo","2020-12-17T13:17:00.000","2020-12-17T13:17:00.000","2020-08-05T00:00:00.000","Adoption","Foster","Cat","Neutered Male","4 months","Domestic Medium Hair","Orange Tabby"
"A827106","Ranger","2020-12-17T13:09:00.000","2020-12-17T13:09:00.000","2015-12-13T00:00:00.000","Return to Owner",,"Dog","Neutered Male","5 years","Rottweiler/Labrador Retriever","Black/Brown"
"A827107","Max","2020-12-17T13:09:00.000","2020-12-17T13:09:00.000","2018-12-13T00:00:00.000","Return to Owner",,"Dog","Neutered Male","2 years","Labrador Retriever/Blue Lacy","Black/White"
"A821321","*Blinky","2020-12-17T12:56:00.000","2020-12-17T12:56:00.000","2020-08-06T00:00:00.000","Adoption","Foster","Cat","Neutered Male","4 months","Domestic Shorthair","White/Blue"
"A826979","Tiny","2020-12-17T12:53:00.000","2020-12-17T12:53:00.000","2020-01-10T00:00:00.000","Transfer","Partner","Dog","Spayed Female","11 months","Beagle Mix","Brown/White"
"A813890","Bella","2020-12-17T12:53:00.000","2020-12-17T12:53:00.000","2012-02-20T00:00:00.000","Transfer","Partner","Dog","Spayed Female","8 years","Maltese","White"
"A827126",,"2020-12-17T12:52:00.000","2020-12-17T12:52:00.000","2020-04-14T00:00:00.000","Transfer","Partner","Dog","Intact Female","8 months","Pembroke Welsh Corgi Mix","White/Cream"
"A827129",,"2020-12-17T12:52:00.000","2020-12-17T12:52:00.000","2020-04-14T00:00:00.000","Transfer","Partner","Dog","Intact Female","8 months","Pembroke Welsh Corgi Mix","Black/White"
"A827127",,"2020-12-17T12:52:00.000","2020-12-17T12:52:00.000","2020-04-14T00:00:00.000","Transfer","Partner","Dog","Intact Female","8 months","Pembroke Welsh Corgi Mix","Brown/White"
"A827128",,"2020-12-17T12:51:00.000","2020-12-17T12:51:00.000","2020-04-14T00:00:00.000","Transfer","Partner","Dog","Intact Female","8 months","Pembroke Welsh Corgi Mix","Brown Brindle/Black"
"A823054","Kyhro","2020-12-17T11:59:00.000","2020-12-17T11:59:00.000","2009-04-15T00:00:00.000","Adoption","Foster","Dog","Neutered Male","11 years","Siberian Husky","Gray/White"
"A825303","*Morris","2020-12-17T11:25:00.000","2020-12-17T11:25:00.000","2017-11-01T00:00:00.000","Transfer","Partner","Dog","Neutered Male","3 years","Pit Bull","Black Brindle"
"A824840","*Walrus","2020-12-17T09:19:00.000","2020-12-17T09:19:00.000","2020-09-15T00:00:00.000","Adoption","Foster","Cat","Neutered Male","3 months","Domestic Shorthair Mix","Orange Tabby"
"A821555","*Piper","2020-12-17T08:41:00.000","2020-12-17T08:41:00.000","2020-07-05T00:00:00.000","Adoption","Foster","Cat","Spayed Female","5 months","Domestic Shorthair","Torbie"
"A826716","Tinker Bell","2020-12-17T00:00:00.000","2020-12-17T00:00:00.000","2019-12-04T00:00:00.000","Return to Owner","Customer S","Cat","Spayed Female","1 year","Domestic Shorthair","Blue Tabby/White"
"A763079","Ivory","2020-12-16T17:56:00.000","2020-12-16T17:56:00.000","2017-04-02T00:00:00.000","Return to Owner",,"Dog","Spayed Female","3 years","Staffordshire Mix","White/Black"
"A816629","*Elk","2020-12-16T16:29:00.000","2020-12-16T16:29:00.000","2018-04-23T00:00:00.000","Transfer","Partner","Dog","Spayed Female","2 years","Pit Bull Mix","Black/White"
"A826922","*Sweet Pea","2020-12-16T16:28:00.000","2020-12-16T16:28:00.000","2018-12-09T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","Pit Bull","Brown"
"A815420","*Harriett","2020-12-16T16:28:00.000","2020-12-16T16:28:00.000","2014-03-15T00:00:00.000","Transfer","Partner","Dog","Spayed Female","6 years","American Staffordshire Terrier","White"
"A813679","*Dina","2020-12-16T15:49:00.000","2020-12-16T15:49:00.000","2015-02-15T00:00:00.000","Adoption","Foster","Dog","Spayed Female","5 years","Labrador Retriever Mix","Black/Black"
"A551173","Biscuit","2020-12-16T14:33:00.000","2020-12-16T14:33:00.000","2009-05-28T00:00:00.000","Transfer","Partner","Dog","Spayed Female","11 years","Staffordshire/Mastiff","Black Brindle/White"
"A827001","*Eva","2020-12-16T14:30:00.000","2020-12-16T14:30:00.000","2019-06-10T00:00:00.000","Transfer","Partner","Dog","Intact Female","1 year","German Shepherd","Black/Brown"
"A826305","Chief","2020-12-16T14:18:00.000","2020-12-16T14:18:00.000","2018-11-24T00:00:00.000","Return to Owner",,"Dog","Neutered Male","2 years","Pit Bull Mix","White/Black"
"A827026",,"2020-12-16T13:57:00.000","2020-12-16T13:57:00.000","2018-12-11T00:00:00.000","Return to Owner",,"Dog","Intact Male","2 years","Lhasa Apso Mix","White"
"A766062","*Pippi","2020-12-16T12:26:00.000","2020-12-16T12:26:00.000","2015-02-03T00:00:00.000","Adoption","Foster","Cat","Spayed Female","5 years","Domestic Shorthair Mix","White/Brown Tabby"
"A825593","*Gale","2020-12-16T12:06:00.000","2020-12-16T12:06:00.000","2018-11-06T00:00:00.000","Adoption","Foster","Dog","Spayed Female","2 years","Chihuahua Shorthair Mix","White/Brown"
"A827039","Coraline","2020-12-16T11:45:00.000","2020-12-16T11:45:00.000","2011-12-11T00:00:00.000","Transfer","Partner","Dog","Intact Female","9 years","Pug/Chihuahua Shorthair","White"
"A826703","Ginger","2020-12-16T11:44:00.000","2020-12-16T11:44:00.000","2019-12-04T00:00:00.000","Rto-Adopt",,"Dog","Spayed Female","1 year","Carolina Dog Mix","Brown"
"A825870",,"2020-12-16T11:24:00.000","2020-12-16T11:24:00.000","2020-09-29T00:00:00.000","Adoption","Foster","Cat","Intact Female","2 months","Domestic Shorthair","Black"
"A824471",,"2020-12-16T10:52:00.000","2020-12-16T10:52:00.000","2020-09-13T00:00:00.000","Adoption","Foster","Cat","Spayed Female","3 months","Domestic Shorthair Mix","Black"
"A822119","*Danielle","2020-12-16T10:43:00.000","2020-12-16T10:43:00.000","2010-08-27T00:00:00.000","Adoption","Foster","Cat","Spayed Female","10 years","Domestic Medium Hair","Black/White"
"A826945","*Camo","2020-12-16T09:47:00.000","2020-12-16T09:47:00.000","2018-12-09T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","American Pit Bull Terrier","Black/White"
"A817742",,"2020-12-16T09:17:00.000","2020-12-16T09:17:00.000","2020-04-02T00:00:00.000","Adoption","Foster","Cat","Spayed Female","8 months","Domestic Shorthair Mix","Torbie/White"
"A826724","*Celeste","2020-12-16T08:30:00.000","2020-12-16T08:30:00.000","2019-12-04T00:00:00.000","Adoption",,"Dog","Spayed Female","1 year","Labrador Retriever Mix","White"
"A827115","Emilio","2020-12-15T18:13:00.000","2020-12-15T18:13:00.000","2018-12-14T00:00:00.000","Return to Owner",,"Dog","Intact Male","2 years","Pit Bull Mix","Black/White"
"A827114","Thanos","2020-12-15T18:13:00.000","2020-12-15T18:13:00.000","2019-12-14T00:00:00.000","Return to Owner",,"Dog","Intact Male","1 year","German Shepherd Mix","Black/Cream"
"A827176","Zues","2020-12-15T18:07:00.000","2020-12-15T18:07:00.000","2019-04-15T00:00:00.000","Return to Owner",,"Dog","Intact Male","1 year","American Staffordshire Terrier/Labrador Retriever","Black/White"
"A827064",,"2020-12-15T18:01:00.000","2020-12-15T18:01:00.000","2020-11-07T00:00:00.000","Return to Owner",,"Cat","Intact Female","1 month","Domestic Shorthair","Brown Tabby"
"A827000",,"2020-12-15T17:36:00.000","2020-12-15T17:36:00.000","2020-09-29T00:00:00.000","Adoption",,"Dog","Neutered Male","2 months","Labrador Retriever","Tan/White"
"A826975",,"2020-12-15T17:16:00.000","2020-12-15T17:16:00.000","2020-08-10T00:00:00.000","Adoption",,"Dog","Neutered Male","4 months","Labrador Retriever Mix","Brown/Black"
"A761479","Baby Girl","2020-12-15T17:15:00.000","2020-12-15T17:15:00.000","2017-03-06T00:00:00.000","Rto-Adopt",,"Dog","Spayed Female","3 years","Doberman Pinsch Mix","Black/Brown"
"A826294",,"2020-12-15T17:14:00.000","2020-12-15T17:14:00.000","2020-09-23T00:00:00.000","Adoption",,"Cat","Spayed Female","2 months","Domestic Shorthair","Orange Tabby"
"A826611","*Bobby","2020-12-15T17:04:00.000","2020-12-15T17:04:00.000","2019-12-02T00:00:00.000","Adoption",,"Dog","Neutered Male","1 year","Border Collie/German Shepherd","Black/Brown"
"A826639","T-Rex","2020-12-15T17:00:00.000","2020-12-15T17:00:00.000","2019-12-02T00:00:00.000","Adoption",,"Dog","Neutered Male","1 year","German Shepherd","Brown/Black"
"A826844","Santos","2020-12-15T16:54:00.000","2020-12-15T16:54:00.000","2020-03-07T00:00:00.000","Adoption",,"Dog","Neutered Male","9 months","Pharaoh Hound Mix","Gray/White"
"A827139","Lethal","2020-12-15T16:40:00.000","2020-12-15T16:40:00.000","2018-12-14T00:00:00.000","Return to Owner",,"Dog","Intact Male","2 years","Catahoula/Plott Hound","Brown Brindle/White"
"A827056",,"2020-12-15T16:25:00.000","2020-12-15T16:25:00.000","2020-09-11T00:00:00.000","Adoption",,"Cat","Neutered Male","3 months","Domestic Shorthair Mix","Black/White"
"A826973",,"2020-12-15T16:14:00.000","2020-12-15T16:14:00.000","2020-08-10T00:00:00.000","Adoption",,"Dog","Neutered Male","4 months","Labrador Retriever Mix","Black/White"
"A823060","*Tater","2020-12-15T16:09:00.000","2020-12-15T16:09:00.000","2018-09-15T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Boxer","Brown Brindle/White"
"A826576",,"2020-12-15T15:07:00.000","2020-12-15T15:07:00.000","2019-12-01T00:00:00.000","Adoption",,"Cat","Spayed Female","1 year","Domestic Shorthair","Blue Tabby/White"
"A824450","*Toad","2020-12-15T14:58:00.000","2020-12-15T14:58:00.000","2020-09-14T00:00:00.000","Adoption","Foster","Cat","Spayed Female","3 months","Domestic Shorthair Mix","Tortie"
"A824449","*Turtle","2020-12-15T14:54:00.000","2020-12-15T14:54:00.000","2020-09-14T00:00:00.000","Adoption","Foster","Cat","Spayed Female","3 months","Domestic Shorthair Mix","Tortie"
"A826064","*James Bond","2020-12-15T14:40:00.000","2020-12-15T14:40:00.000","2017-11-18T00:00:00.000","Adoption",,"Other","Intact Male","3 years","Rex","Black/White"
"A823147","*Bluebonnet","2020-12-15T14:03:00.000","2020-12-15T14:03:00.000","2020-08-18T00:00:00.000","Adoption","Foster","Cat","Spayed Female","3 months","Domestic Shorthair","Blue Tabby"
"A823146","*Bluebell","2020-12-15T14:02:00.000","2020-12-15T14:02:00.000","2020-08-18T00:00:00.000","Adoption","Foster","Cat","Spayed Female","3 months","Domestic Shorthair","Blue Tabby"
"A827006","Happy","2020-12-15T14:02:00.000","2020-12-15T14:02:00.000","2005-12-10T00:00:00.000","Died","In Foster","Dog","Spayed Female","15 years","Jindo/Siberian Husky","Red/Tan"
"A817051","*Chutney","2020-12-15T14:01:00.000","2020-12-15T14:01:00.000","2018-05-06T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Boxer","Brown/White"
"A824068","*Latte","2020-12-15T13:53:00.000","2020-12-15T13:53:00.000","2020-08-18T00:00:00.000","Adoption","Foster","Cat","Spayed Female","3 months","Domestic Shorthair","Blue Tabby"
"A810683","Jacob","2020-12-15T13:38:00.000","2020-12-15T13:38:00.000","2015-12-18T00:00:00.000","Adoption","Foster","Dog","Neutered Male","4 years","Dachshund/Chihuahua Shorthair","Black/Brown"
"A824623","*Jim Davis","2020-12-15T13:33:00.000","2020-12-15T13:33:00.000","2020-08-19T00:00:00.000","Adoption",,"Cat","Neutered Male","3 months","Domestic Shorthair","Orange Tabby"
"A827062",,"2020-12-15T13:28:00.000","2020-12-15T13:28:00.000","2018-12-11T00:00:00.000","Disposal",,"Cat","Intact Female","2 years","Domestic Shorthair","Calico/Calico"
"A824445","*Mel C","2020-12-15T13:25:00.000","2020-12-15T13:25:00.000","2020-09-14T00:00:00.000","Adoption","Foster","Cat","Spayed Female","3 months","Domestic Shorthair Mix","Tortie"
"A824444","*Mel B","2020-12-15T13:23:00.000","2020-12-15T13:23:00.000","2020-09-14T00:00:00.000","Adoption","Foster","Cat","Spayed Female","3 months","Domestic Shorthair Mix","Tortie"
"A822090","*Bear","2020-12-15T13:07:00.000","2020-12-15T13:07:00.000","2020-07-14T00:00:00.000","Adoption","Foster","Cat","Neutered Male","5 months","Domestic Shorthair","Black"
"A822087","*Fawn","2020-12-15T13:06:00.000","2020-12-15T13:06:00.000","2020-07-14T00:00:00.000","Adoption","Foster","Cat","Spayed Female","5 months","Domestic Shorthair","Black"
"A825245","Louie","2020-12-15T12:58:00.000","2020-12-15T12:58:00.000","2020-09-23T00:00:00.000","Adoption","Foster","Cat","Neutered Male","2 months","Domestic Shorthair","Black/White"
"A825243",,"2020-12-15T12:56:00.000","2020-12-15T12:56:00.000","2020-09-04T00:00:00.000","Adoption","Foster","Cat","Neutered Male","3 months","Domestic Shorthair","Black"
"A826905","*Geneva","2020-12-15T12:41:00.000","2020-12-15T12:41:00.000","2018-12-08T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","Catahoula/Pit Bull","Blue Merle/White"
"A729352","Sugar","2020-12-15T12:39:00.000","2020-12-15T12:39:00.000","2006-06-17T00:00:00.000","Adoption","Foster","Dog","Intact Female","14 years","Miniature Poodle Mix","Cream/White"
"A824885","Rose","2020-12-15T12:27:00.000","2020-12-15T12:27:00.000","2014-10-22T00:00:00.000","Adoption","Foster","Dog","Spayed Female","6 years","Boxer/Pit Bull","White/Black"
"A824884","Joey","2020-12-15T12:25:00.000","2020-12-15T12:25:00.000","2013-10-22T00:00:00.000","Adoption","Foster","Dog","Neutered Male","7 years","Italian Greyhound Mix","Tan/White"
"A827150",,"2020-12-15T12:12:00.000","2020-12-15T12:12:00.000","2018-12-14T00:00:00.000","Transfer","Partner","Cat","Intact Male","2 years","Domestic Shorthair","Orange/White"
"A827050",,"2020-12-15T11:55:00.000","2020-12-15T11:55:00.000","2020-09-26T00:00:00.000","Adoption",,"Cat","Spayed Female","2 months","Domestic Shorthair","Brown Tabby/White"
"A824577","*Mary","2020-12-15T11:54:00.000","2020-12-15T11:54:00.000","2020-08-26T00:00:00.000","Adoption",,"Cat","Spayed Female","3 months","Domestic Medium Hair","Black"
"A825771",,"2020-12-15T11:49:00.000","2020-12-15T11:49:00.000","2020-10-08T00:00:00.000","Adoption","Foster","Cat","Neutered Male","2 months","Domestic Shorthair","Brown Tabby"
"A825599",,"2020-12-15T11:44:00.000","2020-12-15T11:44:00.000","2020-08-23T00:00:00.000","Adoption","Foster","Cat","Neutered Male","3 months","Domestic Shorthair","Gray Tabby/White"
"A824628","*Narwhal","2020-12-15T11:38:00.000","2020-12-15T11:38:00.000","2020-09-15T00:00:00.000","Adoption","Foster","Cat","Spayed Female","2 months","Domestic Shorthair","Blue Tabby"
"A536405","Sophie","2020-12-15T11:31:00.000","2020-12-15T11:31:00.000","2008-08-01T00:00:00.000","Adoption","Foster","Dog","Spayed Female","12 years","Chihuahua Shorthair/Dachshund","Black/Brown"
"A827036",,"2020-12-15T09:52:00.000","2020-12-15T09:52:00.000","2020-07-11T00:00:00.000","Euthanasia","Suffering","Cat","Intact Female","5 months","Domestic Shorthair Mix","Blue Tabby"
"A824596","*Blake","2020-12-14T18:22:00.000","2020-12-14T18:22:00.000","2020-08-18T00:00:00.000","Adoption",,"Cat","Neutered Male","3 months","Domestic Shorthair","Orange Tabby"
"A824942","*Rod","2020-12-14T17:51:00.000","2020-12-14T17:51:00.000","2020-07-05T00:00:00.000","Adoption",,"Cat","Neutered Male","5 months","Domestic Shorthair","Orange Tabby"
"A742281","Oso","2020-12-14T17:50:00.000","2020-12-14T17:50:00.000","2015-07-18T00:00:00.000","Adoption",,"Dog","Neutered Male","5 years","Great Pyrenees Mix","White"
"A825701","*Carter","2020-12-14T17:50:00.000","2020-12-14T17:50:00.000","2017-11-09T00:00:00.000","Adoption",,"Dog","Neutered Male","3 years","German Shepherd","Tan/Black"
"A826784","*Moonshine","2020-12-14T17:34:00.000","2020-12-14T17:34:00.000","2019-12-06T00:00:00.000","Adoption",,"Dog","Spayed Female","1 year","Labrador Retriever Mix","Chocolate/White"
"A826609","*Billy","2020-12-14T17:26:00.000","2020-12-14T17:26:00.000","2019-12-02T00:00:00.000","Adoption",,"Dog","Neutered Male","1 year","German Shepherd","Black/Brown"
"A826785","*Heidi","2020-12-14T17:17:00.000","2020-12-14T17:17:00.000","2018-12-06T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","Rottweiler","Black/Brown"
"A826738","*Sawyer","2020-12-14T17:07:00.000","2020-12-14T17:07:00.000","2019-12-04T00:00:00.000","Adoption",,"Dog","Neutered Male","1 year","German Shepherd Mix","Brown/Black"
"A826974",,"2020-12-14T16:58:00.000","2020-12-14T16:58:00.000","2020-08-10T00:00:00.000","Adoption",,"Dog","Neutered Male","4 months","Labrador Retriever Mix","Black/White"
"A826913",,"2020-12-14T16:52:00.000","2020-12-14T16:52:00.000","2020-09-30T00:00:00.000","Adoption",,"Cat","Neutered Male","2 months","Domestic Shorthair Mix","Cream Tabby/White"
"A827002",,"2020-12-14T16:41:00.000","2020-12-14T16:41:00.000","2020-09-29T00:00:00.000","Adoption",,"Dog","Spayed Female","2 months","Labrador Retriever","Tricolor"
"A826510","Moko","2020-12-14T16:31:00.000","2020-12-14T16:31:00.000","2018-11-30T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Labrador Retriever Mix","Chocolate/White"
"A826958",,"2020-12-14T16:15:00.000","2020-12-14T16:15:00.000","2018-12-09T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","Chihuahua Longhair","Brown/White"
"A826447","Quinn","2020-12-14T15:53:00.000","2020-12-14T15:53:00.000","2018-11-28T00:00:00.000","Return to Owner",,"Dog","Neutered Male","2 years","German Shepherd/Siberian Husky","Black/Tricolor"
"A824750","*Beth","2020-12-14T15:26:00.000","2020-12-14T15:26:00.000","2020-09-05T00:00:00.000","Adoption",,"Cat","Spayed Female","3 months","Domestic Shorthair","Brown Tabby"
"A826762",,"2020-12-14T14:27:00.000","2020-12-14T14:27:00.000","2019-12-05T00:00:00.000","Adoption",,"Dog","Neutered Male","1 year","Pit Bull/Catahoula","Brown Brindle/White"
"A827044","Divinity","2020-12-14T14:00:00.000","2020-12-14T14:00:00.000","2020-06-11T00:00:00.000","Return to Owner","Customer S","Cat","Intact Female","6 months","Domestic Shorthair","Brown Tabby/White"
"A827111","Bella","2020-12-14T13:57:00.000","2020-12-14T13:57:00.000","2020-10-07T00:00:00.000","Transfer","Partner","Dog","Intact Female","2 months","Alaskan Husky","Black/White"
